Freq.	V(vo)
1.18304155572510e+001	(3.51341502500602e+001,1.79960471257654e+002)
1.18576874816709e+001	(3.51341502407007e+001,1.79960380134521e+002)
1.18850222743695e+001	(3.51341502312981e+001,1.79960288801326e+002)
1.19124200802731e+001	(3.51341502218521e+001,1.79960197257588e+002)
1.19398810446420e+001	(3.51341502123624e+001,1.79960105502819e+002)
1.19674053130717e+001	(3.51341502028290e+001,1.79960013536534e+002)
1.19949930314931e+001	(3.51341501932515e+001,1.79959921358245e+002)
1.20226443461734e+001	(3.51341501836299e+001,1.79959828967463e+002)
1.20503594037173e+001	(3.51341501739638e+001,1.79959736363699e+002)
1.20781383510671e+001	(3.51341501642531e+001,1.79959643546461e+002)
1.21059813355041e+001	(3.51341501544976e+001,1.79959550515258e+002)
1.21338885046491e+001	(3.51341501446971e+001,1.79959457269596e+002)
1.21618600064630e+001	(3.51341501348513e+001,1.79959363808980e+002)
1.21898959892480e+001	(3.51341501249601e+001,1.79959270132916e+002)
1.22179966016480e+001	(3.51341501150232e+001,1.79959176240906e+002)
1.22461619926498e+001	(3.51341501050405e+001,1.79959082132453e+002)
1.22743923115834e+001	(3.51341500950117e+001,1.79958987807058e+002)
1.23026877081231e+001	(3.51341500849366e+001,1.79958893264221e+002)
1.23310483322884e+001	(3.51341500748150e+001,1.79958798503440e+002)
1.23594743344444e+001	(3.51341500646466e+001,1.79958703524213e+002)
1.23879658653030e+001	(3.51341500544314e+001,1.79958608326037e+002)
1.24165230759234e+001	(3.51341500441689e+001,1.79958512908406e+002)
1.24451461177131e+001	(3.51341500338592e+001,1.79958417270816e+002)
1.24738351424287e+001	(3.51341500235018e+001,1.79958321412758e+002)
1.25025903021765e+001	(3.51341500130966e+001,1.79958225333724e+002)
1.25314117494134e+001	(3.51341500026434e+001,1.79958129033206e+002)
1.25602996369480e+001	(3.51341499921419e+001,1.79958032510693e+002)
1.25892541179409e+001	(3.51341499815920e+001,1.79957935765672e+002)
1.26182753459060e+001	(3.51341499709933e+001,1.79957838797631e+002)
1.26473634747108e+001	(3.51341499603458e+001,1.79957741606056e+002)
1.26765186585777e+001	(3.51341499496491e+001,1.79957644190432e+002)
1.27057410520847e+001	(3.51341499389030e+001,1.79957546550242e+002)
1.27350308101659e+001	(3.51341499281074e+001,1.79957448684968e+002)
1.27643880881127e+001	(3.51341499172619e+001,1.79957350594091e+002)
1.27938130415745e+001	(3.51341499063663e+001,1.79957252277092e+002)
1.28233058265595e+001	(3.51341498954204e+001,1.79957153733449e+002)
1.28528665994354e+001	(3.51341498844241e+001,1.79957054962640e+002)
1.28824955169306e+001	(3.51341498733769e+001,1.79956955964141e+002)
1.29121927361346e+001	(3.51341498622788e+001,1.79956856737427e+002)
1.29419584144991e+001	(3.51341498511294e+001,1.79956757281971e+002)
1.29717927098388e+001	(3.51341498399286e+001,1.79956657597248e+002)
1.30016957803321e+001	(3.51341498286761e+001,1.79956557682728e+002)
1.30316677845222e+001	(3.51341498173716e+001,1.79956457537882e+002)
1.30617088813176e+001	(3.51341498060150e+001,1.79956357162178e+002)
1.30918192299933e+001	(3.51341497946059e+001,1.79956256555084e+002)
1.31219989901912e+001	(3.51341497831442e+001,1.79956155716067e+002)
1.31522483219216e+001	(3.51341497716296e+001,1.79956054644593e+002)
1.31825673855633e+001	(3.51341497600618e+001,1.79955953340125e+002)
1.32129563418650e+001	(3.51341497484407e+001,1.79955851802126e+002)
1.32434153519459e+001	(3.51341497367659e+001,1.79955750030059e+002)
1.32739445772966e+001	(3.51341497250372e+001,1.79955648023383e+002)
1.33045441797801e+001	(3.51341497132543e+001,1.79955545781557e+002)
1.33352143216324e+001	(3.51341497014171e+001,1.79955443304040e+002)
1.33659551654636e+001	(3.51341496895253e+001,1.79955340590288e+002)
1.33967668742585e+001	(3.51341496775785e+001,1.79955237639757e+002)
1.34276496113778e+001	(3.51341496655766e+001,1.79955134451901e+002)
1.34586035405587e+001	(3.51341496535193e+001,1.79955031026172e+002)
1.34896288259157e+001	(3.51341496414064e+001,1.79954927362023e+002)
1.35207256319420e+001	(3.51341496292375e+001,1.79954823458903e+002)
1.35518941235095e+001	(3.51341496170125e+001,1.79954719316263e+002)
1.35831344658707e+001	(3.51341496047311e+001,1.79954614933549e+002)
1.36144468246587e+001	(3.51341495923929e+001,1.79954510310208e+002)
1.36458313658884e+001	(3.51341495799978e+001,1.79954405445686e+002)
1.36772882559577e+001	(3.51341495675455e+001,1.79954300339426e+002)
1.37088176616477e+001	(3.51341495550357e+001,1.79954194990872e+002)
1.37404197501243e+001	(3.51341495424682e+001,1.79954089399465e+002)
1.37720946889386e+001	(3.51341495298427e+001,1.79953983564645e+002)
1.38038426460280e+001	(3.51341495171589e+001,1.79953877485850e+002)
1.38356637897170e+001	(3.51341495044165e+001,1.79953771162519e+002)
1.38675582887180e+001	(3.51341494916153e+001,1.79953664594088e+002)
1.38995263121327e+001	(3.51341494787551e+001,1.79953557779991e+002)
1.39315680294522e+001	(3.51341494658355e+001,1.79953450719663e+002)
1.39636836105585e+001	(3.51341494528562e+001,1.79953343412535e+002)
1.39958732257253e+001	(3.51341494398171e+001,1.79953235858040e+002)
1.40281370456187e+001	(3.51341494267177e+001,1.79953128055605e+002)
1.40604752412983e+001	(3.51341494135579e+001,1.79953020004661e+002)
1.40928879842179e+001	(3.51341494003373e+001,1.79952911704635e+002)
1.41253754462267e+001	(3.51341493870558e+001,1.79952803154951e+002)
1.41579377995699e+001	(3.51341493737129e+001,1.79952694355034e+002)
1.41905752168901e+001	(3.51341493603084e+001,1.79952585304309e+002)
1.42232878712273e+001	(3.51341493468421e+001,1.79952476002195e+002)
1.42560759360210e+001	(3.51341493333136e+001,1.79952366448115e+002)
1.42889395851102e+001	(3.51341493197226e+001,1.79952256641487e+002)
1.43218789927346e+001	(3.51341493060689e+001,1.79952146581728e+002)
1.43548943335357e+001	(3.51341492923522e+001,1.79952036268256e+002)
1.43879857825576e+001	(3.51341492785722e+001,1.79951925700486e+002)
1.44211535152478e+001	(3.51341492647286e+001,1.79951814877831e+002)
1.44543977074584e+001	(3.51341492508211e+001,1.79951703799703e+002)
1.44877185354467e+001	(3.51341492368494e+001,1.79951592465515e+002)
1.45211161758765e+001	(3.51341492228132e+001,1.79951480874675e+002)
1.45545908058188e+001	(3.51341492087122e+001,1.79951369026592e+002)
1.45881426027526e+001	(3.51341491945461e+001,1.79951256920673e+002)
1.46217717445663e+001	(3.51341491803146e+001,1.79951144556323e+002)
1.46554784095582e+001	(3.51341491660175e+001,1.79951031932947e+002)
1.46892627764378e+001	(3.51341491516543e+001,1.79950919049948e+002)
1.47231250243263e+001	(3.51341491372249e+001,1.79950805906727e+002)
1.47570653327580e+001	(3.51341491227288e+001,1.79950692502684e+002)
1.47910838816812e+001	(3.51341491081659e+001,1.79950578837219e+002)
1.48251808514586e+001	(3.51341490935357e+001,1.79950464909727e+002)
1.48593564228691e+001	(3.51341490788380e+001,1.79950350719607e+002)
1.48936107771082e+001	(3.51341490640724e+001,1.79950236266251e+002)
1.49279440957890e+001	(3.51341490492387e+001,1.79950121549053e+002)
1.49623565609434e+001	(3.51341490343366e+001,1.79950006567405e+002)
1.49968483550228e+001	(3.51341490193656e+001,1.79949891320698e+002)
1.50314196608993e+001	(3.51341490043255e+001,1.79949775808320e+002)
1.50660706618665e+001	(3.51341489892160e+001,1.79949660029658e+002)
1.51008015416405e+001	(3.51341489740368e+001,1.79949543984100e+002)
1.51356124843611e+001	(3.51341489587875e+001,1.79949427671030e+002)
1.51705036745924e+001	(3.51341489434678e+001,1.79949311089830e+002)
1.52054752973240e+001	(3.51341489280775e+001,1.79949194239884e+002)
1.52405275379720e+001	(3.51341489126160e+001,1.79949077120571e+002)
1.52756605823798e+001	(3.51341488970832e+001,1.79948959731270e+002)
1.53108746168193e+001	(3.51341488814787e+001,1.79948842071360e+002)
1.53461698279920e+001	(3.51341488658022e+001,1.79948724140216e+002)
1.53815464030294e+001	(3.51341488500534e+001,1.79948605937213e+002)
1.54170045294946e+001	(3.51341488342318e+001,1.79948487461725e+002)
1.54525443953832e+001	(3.51341488183372e+001,1.79948368713122e+002)
1.54881661891238e+001	(3.51341488023692e+001,1.79948249690777e+002)
1.55238700995798e+001	(3.51341487863275e+001,1.79948130394056e+002)
1.55596563160498e+001	(3.51341487702118e+001,1.79948010822329e+002)
1.55955250282686e+001	(3.51341487540217e+001,1.79947890974962e+002)
1.56314764264086e+001	(3.51341487377569e+001,1.79947770851317e+002)
1.56675107010805e+001	(3.51341487214170e+001,1.79947650450760e+002)
1.57036280433345e+001	(3.51341487050016e+001,1.79947529772651e+002)
1.57398286446612e+001	(3.51341486885106e+001,1.79947408816351e+002)
1.57761126969925e+001	(3.51341486719433e+001,1.79947287581218e+002)
1.58124803927028e+001	(3.51341486552996e+001,1.79947166066610e+002)
1.58489319246101e+001	(3.51341486385791e+001,1.79947044271883e+002)
1.58854674859768e+001	(3.51341486217814e+001,1.79946922196389e+002)
1.59220872705107e+001	(3.51341486049062e+001,1.79946799839484e+002)
1.59587914723663e+001	(3.51341485879531e+001,1.79946677200517e+002)
1.59955802861457e+001	(3.51341485709217e+001,1.79946554278838e+002)
1.60324539068994e+001	(3.51341485538117e+001,1.79946431073796e+002)
1.60694125301277e+001	(3.51341485366228e+001,1.79946307584738e+002)
1.61064563517817e+001	(3.51341485193545e+001,1.79946183811008e+002)
1.61435855682638e+001	(3.51341485020065e+001,1.79946059751951e+002)
1.61808003764296e+001	(3.51341484845784e+001,1.79945935406909e+002)
1.62181009735883e+001	(3.51341484670699e+001,1.79945810775223e+002)
1.62554875575038e+001	(3.51341484494805e+001,1.79945685856231e+002)
1.62929603263962e+001	(3.51341484318100e+001,1.79945560649272e+002)
1.63305194789423e+001	(3.51341484140579e+001,1.79945435153681e+002)
1.63681652142770e+001	(3.51341483962239e+001,1.79945309368794e+002)
1.64058977319943e+001	(3.51341483783075e+001,1.79945183293943e+002)
1.64437172321483e+001	(3.51341483603085e+001,1.79945056928460e+002)
1.64816239152540e+001	(3.51341483422263e+001,1.79944930271675e+002)
1.65196179822891e+001	(3.51341483240607e+001,1.79944803322916e+002)
1.65576996346942e+001	(3.51341483058113e+001,1.79944676081511e+002)
1.65958690743745e+001	(3.51341482874776e+001,1.79944548546785e+002)
1.66341265037006e+001	(3.51341482690593e+001,1.79944420718062e+002)
1.66724721255095e+001	(3.51341482505560e+001,1.79944292594663e+002)
1.67109061431060e+001	(3.51341482319673e+001,1.79944164175910e+002)
1.67494287602633e+001	(3.51341482132928e+001,1.79944035461121e+002)
1.67880401812245e+001	(3.51341481945320e+001,1.79943906449615e+002)
1.68267406107036e+001	(3.51341481756847e+001,1.79943777140708e+002)
1.68655302538863e+001	(3.51341481567504e+001,1.79943647533713e+002)
1.69044093164315e+001	(3.51341481377287e+001,1.79943517627943e+002)
1.69433780044722e+001	(3.51341481186192e+001,1.79943387422711e+002)
1.69824365246163e+001	(3.51341480994215e+001,1.79943256917325e+002)
1.70215850839484e+001	(3.51341480801351e+001,1.79943126111093e+002)
1.70608238900301e+001	(3.51341480607598e+001,1.79942995003323e+002)
1.71001531509018e+001	(3.51341480412950e+001,1.79942863593318e+002)
1.71395730750831e+001	(3.51341480217404e+001,1.79942731880383e+002)
1.71790838715748e+001	(3.51341480020955e+001,1.79942599863819e+002)
1.72186857498589e+001	(3.51341479823599e+001,1.79942467542925e+002)
1.72583789199009e+001	(3.51341479625333e+001,1.79942334917002e+002)
1.72981635921499e+001	(3.51341479426151e+001,1.79942201985344e+002)
1.73380399775402e+001	(3.51341479226050e+001,1.79942068747248e+002)
1.73780082874926e+001	(3.51341479025025e+001,1.79941935202007e+002)
1.74180687339150e+001	(3.51341478823072e+001,1.79941801348913e+002)
1.74582215292039e+001	(3.51341478620188e+001,1.79941667187256e+002)
1.74984668862454e+001	(3.51341478416366e+001,1.79941532716326e+002)
1.75388050184165e+001	(3.51341478211604e+001,1.79941397935408e+002)
1.75792361395858e+001	(3.51341478005897e+001,1.79941262843789e+002)
1.76197604641151e+001	(3.51341477799240e+001,1.79941127440753e+002)
1.76603782068605e+001	(3.51341477591630e+001,1.79940991725581e+002)
1.77010895831730e+001	(3.51341477383061e+001,1.79940855697553e+002)
1.77418948089005e+001	(3.51341477173529e+001,1.79940719355950e+002)
1.77827941003880e+001	(3.51341476963031e+001,1.79940582700047e+002)
1.78237876744797e+001	(3.51341476751560e+001,1.79940445729120e+002)
1.78648757485193e+001	(3.51341476539114e+001,1.79940308442443e+002)
1.79060585403518e+001	(3.51341476325687e+001,1.79940170839289e+002)
1.79473362683241e+001	(3.51341476111274e+001,1.79940032918927e+002)
1.79887091512867e+001	(3.51341475895873e+001,1.79939894680627e+002)
1.80301774085945e+001	(3.51341475679476e+001,1.79939756123655e+002)
1.80717412601081e+001	(3.51341475462081e+001,1.79939617247277e+002)
1.81134009261948e+001	(3.51341475243683e+001,1.79939478050757e+002)
1.81551566277301e+001	(3.51341475024277e+001,1.79939338533356e+002)
1.81970085860986e+001	(3.51341474803857e+001,1.79939198694335e+002)
1.82389570231952e+001	(3.51341474582421e+001,1.79939058532953e+002)
1.82810021614262e+001	(3.51341474359962e+001,1.79938918048466e+002)
1.83231442237109e+001	(3.51341474136476e+001,1.79938777240129e+002)
1.83653834334822e+001	(3.51341473911959e+001,1.79938636107197e+002)
1.84077200146883e+001	(3.51341473686406e+001,1.79938494648920e+002)
1.84501541917935e+001	(3.51341473459811e+001,1.79938352864549e+002)
1.84926861897795e+001	(3.51341473232171e+001,1.79938210753332e+002)
1.85353162341469e+001	(3.51341473003479e+001,1.79938068314515e+002)
1.85780445509157e+001	(3.51341472773733e+001,1.79937925547344e+002)
1.86208713666274e+001	(3.51341472542925e+001,1.79937782451061e+002)
1.86637969083454e+001	(3.51341472311053e+001,1.79937639024908e+002)
1.87068214036567e+001	(3.51341472078110e+001,1.79937495268124e+002)
1.87499450806729e+001	(3.51341471844092e+001,1.79937351179948e+002)
1.87931681680314e+001	(3.51341471608994e+001,1.79937206759614e+002)
1.88364908948967e+001	(3.51341471372810e+001,1.79937062006359e+002)
1.88799134909617e+001	(3.51341471135536e+001,1.79936916919413e+002)
1.89234361864485e+001	(3.51341470897168e+001,1.79936771498008e+002)
1.89670592121102e+001	(3.51341470657699e+001,1.79936625741373e+002)
1.90107827992317e+001	(3.51341470417124e+001,1.79936479648735e+002)
1.90546071796312e+001	(3.51341470175439e+001,1.79936333219319e+002)
1.90985325856611e+001	(3.51341469932639e+001,1.79936186452350e+002)
1.91425592502096e+001	(3.51341469688718e+001,1.79936039347049e+002)
1.91866874067016e+001	(3.51341469443671e+001,1.79935891902635e+002)
1.92309172891003e+001	(3.51341469197493e+001,1.79935744118329e+002)
1.92752491319080e+001	(3.51341468950178e+001,1.79935595993344e+002)
1.93196831701679e+001	(3.51341468701722e+001,1.79935447526898e+002)
1.93642196394647e+001	(3.51341468452119e+001,1.79935298718202e+002)
1.94088587759265e+001	(3.51341468201365e+001,1.79935149566467e+002)
1.94536008162253e+001	(3.51341467949452e+001,1.79935000070902e+002)
1.94984459975791e+001	(3.51341467696377e+001,1.79934850230716e+002)
1.95433945577526e+001	(3.51341467442134e+001,1.79934700045113e+002)
1.95884467350586e+001	(3.51341467186717e+001,1.79934549513298e+002)
1.96336027683591e+001	(3.51341466930121e+001,1.79934398634472e+002)
1.96788628970671e+001	(3.51341466672341e+001,1.79934247407835e+002)
1.97242273611472e+001	(3.51341466413371e+001,1.79934095832585e+002)
1.97696964011172e+001	(3.51341466153206e+001,1.79933943907920e+002)
1.98152702580496e+001	(3.51341465891840e+001,1.79933791633033e+002)
1.98609491735723e+001	(3.51341465629267e+001,1.79933639007116e+002)
1.99067333898705e+001	(3.51341465365483e+001,1.79933486029362e+002)
1.99526231496874e+001	(3.51341465100480e+001,1.79933332698958e+002)
1.99986186963261e+001	(3.51341464834255e+001,1.79933179015093e+002)
2.00447202736502e+001	(3.51341464566801e+001,1.79933024976950e+002)
2.00909281260859e+001	(3.51341464298112e+001,1.79932870583714e+002)
2.01372424986225e+001	(3.51341464028183e+001,1.79932715834565e+002)
2.01836636368142e+001	(3.51341463757009e+001,1.79932560728684e+002)
2.02301917867813e+001	(3.51341463484582e+001,1.79932405265248e+002)
2.02768271952114e+001	(3.51341463210898e+001,1.79932249443432e+002)
2.03235701093608e+001	(3.51341462935951e+001,1.79932093262411e+002)
2.03704207770558e+001	(3.51341462659734e+001,1.79931936721357e+002)
2.04173794466939e+001	(3.51341462382243e+001,1.79931779819439e+002)
2.04644463672453e+001	(3.51341462103471e+001,1.79931622555826e+002)
2.05116217882542e+001	(3.51341461823412e+001,1.79931464929684e+002)
2.05589059598400e+001	(3.51341461542061e+001,1.79931306940177e+002)
2.06062991326986e+001	(3.51341461259410e+001,1.79931148586468e+002)
2.06538015581038e+001	(3.51341460975455e+001,1.79930989867717e+002)
2.07014134879090e+001	(3.51341460690190e+001,1.79930830783082e+002)
2.07491351745476e+001	(3.51341460403608e+001,1.79930671331721e+002)
2.07969668710355e+001	(3.51341460115702e+001,1.79930511512787e+002)
2.08449088309714e+001	(3.51341459826469e+001,1.79930351325433e+002)
2.08929613085389e+001	(3.51341459535899e+001,1.79930190768810e+002)
2.09411245585075e+001	(3.51341459243989e+001,1.79930029842068e+002)
2.09893988362338e+001	(3.51341458950732e+001,1.79929868544352e+002)
2.10377843976633e+001	(3.51341458656120e+001,1.79929706874807e+002)
2.10862814993314e+001	(3.51341458360149e+001,1.79929544832577e+002)
2.11348903983650e+001	(3.51341458062812e+001,1.79929382416802e+002)
2.11836113524835e+001	(3.51341457764102e+001,1.79929219626621e+002)
2.12324446200007e+001	(3.51341457464014e+001,1.79929056461171e+002)
2.12813904598256e+001	(3.51341457162540e+001,1.79928892919586e+002)
2.13304491314643e+001	(3.51341456859675e+001,1.79928729001001e+002)
2.13796208950208e+001	(3.51341456555412e+001,1.79928564704546e+002)
2.14289060111991e+001	(3.51341456249744e+001,1.79928400029349e+002)
2.14783047413038e+001	(3.51341455942666e+001,1.79928234974537e+002)
2.15278173472422e+001	(3.51341455634170e+001,1.79928069539237e+002)
2.15774440915251e+001	(3.51341455324250e+001,1.79927903722569e+002)
2.16271852372687e+001	(3.51341455012900e+001,1.79927737523657e+002)
2.16770410481954e+001	(3.51341454700113e+001,1.79927570941617e+002)
2.17270117886359e+001	(3.51341454385881e+001,1.79927403975567e+002)
2.17770977235300e+001	(3.51341454070200e+001,1.79927236624621e+002)
2.18272991184285e+001	(3.51341453753061e+001,1.79927068887894e+002)
2.18776162394940e+001	(3.51341453434458e+001,1.79926900764494e+002)
2.19280493535029e+001	(3.51341453114385e+001,1.79926732253531e+002)
2.19785987278467e+001	(3.51341452792835e+001,1.79926563354111e+002)
2.20292646305330e+001	(3.51341452469800e+001,1.79926394065340e+002)
2.20800473301874e+001	(3.51341452145274e+001,1.79926224386318e+002)
2.21309470960548e+001	(3.51341451819250e+001,1.79926054316148e+002)
2.21819641980006e+001	(3.51341451491722e+001,1.79925883853926e+002)
2.22330989065124e+001	(3.51341451162681e+001,1.79925712998750e+002)
2.22843514927014e+001	(3.51341450832122e+001,1.79925541749713e+002)
2.23357222283037e+001	(3.51341450500037e+001,1.79925370105908e+002)
2.23872113856818e+001	(3.51341450166419e+001,1.79925198066424e+002)
2.24388192378261e+001	(3.51341449831262e+001,1.79925025630349e+002)
2.24905460583562e+001	(3.51341449494557e+001,1.79924852796770e+002)
2.25423921215227e+001	(3.51341449156298e+001,1.79924679564769e+002)
2.25943577022082e+001	(3.51341448816478e+001,1.79924505933429e+002)
2.26464430759290e+001	(3.51341448475089e+001,1.79924331901828e+002)
2.26986485188366e+001	(3.51341448132124e+001,1.79924157469044e+002)
2.27509743077191e+001	(3.51341447787577e+001,1.79923982634153e+002)
2.28034207200025e+001	(3.51341447441439e+001,1.79923807396227e+002)
2.28559880337527e+001	(3.51341447093703e+001,1.79923631754338e+002)
2.29086765276761e+001	(3.51341446744363e+001,1.79923455707553e+002)
2.29614864811220e+001	(3.51341446393409e+001,1.79923279254940e+002)
2.30144181740834e+001	(3.51341446040836e+001,1.79923102395563e+002)
2.30674718871990e+001	(3.51341445686636e+001,1.79922925128485e+002)
2.31206479017543e+001	(3.51341445330800e+001,1.79922747452765e+002)
2.31739464996831e+001	(3.51341444973322e+001,1.79922569367462e+002)
2.32273679635694e+001	(3.51341444614194e+001,1.79922390871632e+002)
2.32809125766484e+001	(3.51341444253409e+001,1.79922211964327e+002)
2.33345806228083e+001	(3.51341443890958e+001,1.79922032644600e+002)
2.33883723865918e+001	(3.51341443526834e+001,1.79921852911500e+002)
2.34422881531975e+001	(3.51341443161029e+001,1.79921672764073e+002)
2.34963282084814e+001	(3.51341442793536e+001,1.79921492201366e+002)
2.35504928389584e+001	(3.51341442424347e+001,1.79921311222420e+002)
2.36047823318040e+001	(3.51341442053454e+001,1.79921129826276e+002)
2.36591969748558e+001	(3.51341441680848e+001,1.79920948011972e+002)
2.37137370566148e+001	(3.51341441306523e+001,1.79920765778545e+002)
2.37684028662470e+001	(3.51341440930470e+001,1.79920583125027e+002)
2.38231946935852e+001	(3.51341440552681e+001,1.79920400050451e+002)
2.38781128291300e+001	(3.51341440173148e+001,1.79920216553847e+002)
2.39331575640521e+001	(3.51341439791864e+001,1.79920032634241e+002)
2.39883291901931e+001	(3.51341439408819e+001,1.79919848290657e+002)
2.40436280000676e+001	(3.51341439024007e+001,1.79919663522120e+002)
2.40990542868642e+001	(3.51341438637418e+001,1.79919478327649e+002)
2.41546083444476e+001	(3.51341438249045e+001,1.79919292706262e+002)
2.42102904673600e+001	(3.51341437858879e+001,1.79919106656975e+002)
2.42661009508224e+001	(3.51341437466913e+001,1.79918920178802e+002)
2.43220400907364e+001	(3.51341437073137e+001,1.79918733270754e+002)
2.43781081836857e+001	(3.51341436677543e+001,1.79918545931840e+002)
2.44343055269379e+001	(3.51341436280124e+001,1.79918358161067e+002)
2.44906324184457e+001	(3.51341435880870e+001,1.79918169957440e+002)
2.45470891568485e+001	(3.51341435479773e+001,1.79917981319960e+002)
2.46036760414745e+001	(3.51341435076825e+001,1.79917792247627e+002)
2.46603933723416e+001	(3.51341434672017e+001,1.79917602739440e+002)
2.47172414501595e+001	(3.51341434265341e+001,1.79917412794392e+002)
2.47742205763310e+001	(3.51341433856787e+001,1.79917222411478e+002)
2.48313310529539e+001	(3.51341433446348e+001,1.79917031589688e+002)
2.48885731828221e+001	(3.51341433034014e+001,1.79916840328010e+002)
2.49459472694277e+001	(3.51341432619777e+001,1.79916648625430e+002)
2.50034536169625e+001	(3.51341432203627e+001,1.79916456480932e+002)
2.50610925303193e+001	(3.51341431785557e+001,1.79916263893497e+002)
2.51188643150939e+001	(3.51341431365558e+001,1.79916070862103e+002)
2.51767692775867e+001	(3.51341430943619e+001,1.79915877385729e+002)
2.52348077248039e+001	(3.51341430519733e+001,1.79915683463347e+002)
2.52929799644596e+001	(3.51341430093891e+001,1.79915489093929e+002)
2.53512863049772e+001	(3.51341429666083e+001,1.79915294276446e+002)
2.54097270554912e+001	(3.51341429236300e+001,1.79915099009864e+002)
2.54683025258485e+001	(3.51341428804533e+001,1.79914903293148e+002)
2.55270130266106e+001	(3.51341428370774e+001,1.79914707125260e+002)
2.55858588690546e+001	(3.51341427935012e+001,1.79914510505161e+002)
2.56448403651753e+001	(3.51341427497239e+001,1.79914313431807e+002)
2.57039578276867e+001	(3.51341427057445e+001,1.79914115904154e+002)
2.57632115700238e+001	(3.51341426615622e+001,1.79913917921155e+002)
2.58226019063440e+001	(3.51341426171758e+001,1.79913719481761e+002)
2.58821291515290e+001	(3.51341425725847e+001,1.79913520584918e+002)
2.59417936211862e+001	(3.51341425277877e+001,1.79913321229572e+002)
2.60015956316508e+001	(3.51341424827839e+001,1.79913121414667e+002)
2.60615354999870e+001	(3.51341424375724e+001,1.79912921139143e+002)
2.61216135439901e+001	(3.51341423921522e+001,1.79912720401939e+002)
2.61818300821879e+001	(3.51341423465223e+001,1.79912519201989e+002)
2.62421854338425e+001	(3.51341423006819e+001,1.79912317538228e+002)
2.63026799189518e+001	(3.51341422546298e+001,1.79912115409586e+002)
2.63633138582518e+001	(3.51341422083652e+001,1.79911912814992e+002)
2.64240875732175e+001	(3.51341421618870e+001,1.79911709753370e+002)
2.64850013860650e+001	(3.51341421151944e+001,1.79911506223646e+002)
2.65460556197534e+001	(3.51341420682861e+001,1.79911302224739e+002)
2.66072505979861e+001	(3.51341420211614e+001,1.79911097755569e+002)
2.66685866452128e+001	(3.51341419738191e+001,1.79910892815050e+002)
2.67300640866311e+001	(3.51341419262584e+001,1.79910687402098e+002)
2.67916832481883e+001	(3.51341418784781e+001,1.79910481515621e+002)
2.68534444565830e+001	(3.51341418304772e+001,1.79910275154530e+002)
2.69153480392671e+001	(3.51341417822548e+001,1.79910068317729e+002)
2.69773943244472e+001	(3.51341417338098e+001,1.79909861004122e+002)
2.70395836410864e+001	(3.51341416851412e+001,1.79909653212611e+002)
2.71019163189064e+001	(3.51341416362479e+001,1.79909444942093e+002)
2.71643926883888e+001	(3.51341415871290e+001,1.79909236191464e+002)
2.72270130807771e+001	(3.51341415377834e+001,1.79909026959618e+002)
2.72897778280783e+001	(3.51341414882099e+001,1.79908817245445e+002)
2.73526872630650e+001	(3.51341414384077e+001,1.79908607047833e+002)
2.74157417192767e+001	(3.51341413883756e+001,1.79908396365668e+002)
2.74789415310219e+001	(3.51341413381125e+001,1.79908185197833e+002)
2.75422870333796e+001	(3.51341412876175e+001,1.79907973543208e+002)
2.76057785622014e+001	(3.51341412368893e+001,1.79907761400671e+002)
2.76694164541130e+001	(3.51341411859271e+001,1.79907548769098e+002)
2.77332010465163e+001	(3.51341411347295e+001,1.79907335647361e+002)
2.77971326775908e+001	(3.51341410832957e+001,1.79907122034329e+002)
2.78612116862956e+001	(3.51341410316245e+001,1.79906907928872e+002)
2.79254384123713e+001	(3.51341409797147e+001,1.79906693329853e+002)
2.79898131963415e+001	(3.51341409275654e+001,1.79906478236135e+002)
2.80543363795150e+001	(3.51341408751753e+001,1.79906262646577e+002)
2.81190083039873e+001	(3.51341408225435e+001,1.79906046560036e+002)
2.81838293126424e+001	(3.51341407696687e+001,1.79905829975367e+002)
2.82487997491549e+001	(3.51341407165498e+001,1.79905612891422e+002)
2.83139199579916e+001	(3.51341406631857e+001,1.79905395307049e+002)
2.83791902844134e+001	(3.51341406095754e+001,1.79905177221095e+002)
2.84446110744770e+001	(3.51341405557176e+001,1.79904958632403e+002)
2.85101826750369e+001	(3.51341405016111e+001,1.79904739539815e+002)
2.85759054337473e+001	(3.51341404472550e+001,1.79904519942170e+002)
2.86417796990636e+001	(3.51341403926479e+001,1.79904299838302e+002)
2.87078058202447e+001	(3.51341403377888e+001,1.79904079227045e+002)
2.87739841473545e+001	(3.51341402826765e+001,1.79903858107230e+002)
2.88403150312638e+001	(3.51341402273098e+001,1.79903636477683e+002)
2.89067988236525e+001	(3.51341401716875e+001,1.79903414337230e+002)
2.89734358770110e+001	(3.51341401158085e+001,1.79903191684694e+002)
2.90402265446423e+001	(3.51341400596715e+001,1.79902968518893e+002)
2.91071711806638e+001	(3.51341400032755e+001,1.79902744838645e+002)
2.91742701400094e+001	(3.51341399466191e+001,1.79902520642764e+002)
2.92415237784311e+001	(3.51341398897012e+001,1.79902295930060e+002)
2.93089324525009e+001	(3.51341398325206e+001,1.79902070699343e+002)
2.93764965196130e+001	(3.51341397750761e+001,1.79901844949419e+002)
2.94442163379853e+001	(3.51341397173664e+001,1.79901618679091e+002)
2.95120922666616e+001	(3.51341396593903e+001,1.79901391887158e+002)
2.95801246655132e+001	(3.51341396011467e+001,1.79901164572419e+002)
